date,name,value
2017-11-30T06:00:00Z,terry richardson,0
2017-12-01T06:00:00Z,terry richardson,0
2017-12-02T06:00:00Z,terry richardson,0
2017-12-03T06:00:00Z,terry richardson,0
2017-12-04T06:00:00Z,terry richardson,0
2017-12-05T06:00:00Z,terry richardson,0
2017-12-06T06:00:00Z,terry richardson,0
2017-12-07T06:00:00Z,terry richardson,0
2017-10-01T05:00:00Z,mark halperin,0
2017-10-02T05:00:00Z,mark halperin,0
2017-10-03T05:00:00Z,mark halperin,0
2017-10-04T05:00:00Z,mark halperin,0
2017-10-05T05:00:00Z,mark halperin,0
2017-10-06T05:00:00Z,mark halperin,0
2017-10-07T05:00:00Z,mark halperin,0
2017-10-08T05:00:00Z,mark halperin,0
2017-10-09T05:00:00Z,mark halperin,0
2017-10-10T05:00:00Z,mark halperin,0
2017-10-11T05:00:00Z,mark halperin,0
2017-10-12T05:00:00Z,mark halperin,0
2017-10-13T05:00:00Z,mark halperin,0
2017-10-14T05:00:00Z,mark halperin,0
2017-10-15T05:00:00Z,mark halperin,0
2017-10-16T05:00:00Z,mark halperin,0
2017-10-17T05:00:00Z,mark halperin,0
2017-10-18T05:00:00Z,mark halperin,0
2017-10-19T05:00:00Z,mark halperin,0
2017-10-20T05:00:00Z,mark halperin,0
2017-10-21T05:00:00Z,mark halperin,0
2017-10-22T05:00:00Z,mark halperin,0
2017-10-23T05:00:00Z,mark halperin,0
2017-10-24T05:00:00Z,mark halperin,0
2017-10-25T05:00:00Z,mark halperin,0
2017-10-26T05:00:00Z,mark halperin,3
2017-10-27T05:00:00Z,mark halperin,2
2017-10-28T05:00:00Z,mark halperin,1
2017-10-29T05:00:00Z,mark halperin,0
2017-10-30T05:00:00Z,mark halperin,0
2017-10-31T05:00:00Z,mark halperin,0
2017-11-01T05:00:00Z,mark halperin,0
2017-11-02T05:00:00Z,mark halperin,0
2017-11-03T05:00:00Z,mark halperin,0
2017-11-04T05:00:00Z,mark halperin,0
2017-11-05T05:00:00Z,mark halperin,0
2017-11-06T06:00:00Z,mark halperin,0
2017-11-07T06:00:00Z,mark halperin,0
2017-11-08T06:00:00Z,mark halperin,0
2017-11-09T06:00:00Z,mark halperin,0
2017-11-10T06:00:00Z,mark halperin,0
2017-11-11T06:00:00Z,mark halperin,0
2017-11-12T06:00:00Z,mark halperin,0
2017-11-13T06:00:00Z,mark halperin,0
2017-11-14T06:00:00Z,mark halperin,0
2017-11-15T06:00:00Z,mark halperin,0
2017-11-16T06:00:00Z,mark halperin,0
2017-11-17T06:00:00Z,mark halperin,0
2017-11-18T06:00:00Z,mark halperin,0
2017-11-19T06:00:00Z,mark halperin,0
2017-11-20T06:00:00Z,mark halperin,0
2017-11-21T06:00:00Z,mark halperin,0
2017-11-22T06:00:00Z,mark halperin,0
2017-11-23T06:00:00Z,mark halperin,0
2017-11-24T06:00:00Z,mark halperin,0
2017-11-25T06:00:00Z,mark halperin,0
2017-11-26T06:00:00Z,mark halperin,0
2017-11-27T06:00:00Z,mark halperin,0
2017-11-28T06:00:00Z,mark halperin,0
2017-11-29T06:00:00Z,mark halperin,0
2017-11-30T06:00:00Z,mark halperin,0
2017-12-01T06:00:00Z,mark halperin,0
2017-12-02T06:00:00Z,mark halperin,0
2017-12-03T06:00:00Z,mark halperin,0
2017-12-04T06:00:00Z,mark halperin,0
2017-12-05T06:00:00Z,mark halperin,0
2017-12-06T06:00:00Z,mark halperin,0
2017-12-07T06:00:00Z,mark halperin,0
2017-10-01T05:00:00Z,kevin spacey,0
2017-10-02T05:00:00Z,kevin spacey,0
2017-10-03T05:00:00Z,kevin spacey,0
2017-10-04T05:00:00Z,kevin spacey,0
2017-10-05T05:00:00Z,kevin spacey,0
2017-10-06T05:00:00Z,kevin spacey,0
2017-10-07T05:00:00Z,kevin spacey,0
2017-10-08T05:00:00Z,kevin spacey,0
2017-10-09T05:00:00Z,kevin spacey,0
2017-10-10T05:00:00Z,kevin spacey,0
2017-10-11T05:00:00Z,kevin spacey,0
2017-10-12T05:00:00Z,kevin spacey,0
2017-10-13T05:00:00Z,kevin spacey,0
2017-10-14T05:00:00Z,kevin spacey,0
2017-10-15T05:00:00Z,kevin spacey,0
2017-10-16T05:00:00Z,kevin spacey,0
2017-10-17T05:00:00Z,kevin spacey,0
2017-10-18T05:00:00Z,kevin spacey,0
2017-10-19T05:00:00Z,kevin spacey,0
2017-10-20T05:00:00Z,kevin spacey,0
2017-10-21T05:00:00Z,kevin spacey,0
2017-10-22T05:00:00Z,kevin spacey,0
2017-10-23T05:00:00Z,kevin spacey,0
2017-10-24T05:00:00Z,kevin spacey,0
2017-10-25T05:00:00Z,kevin spacey,0
2017-10-26T05:00:00Z,kevin spacey,0
2017-10-27T05:00:00Z,kevin spacey,0
2017-10-28T05:00:00Z,kevin spacey,0
2017-10-29T05:00:00Z,kevin spacey,0
2017-10-30T05:00:00Z,kevin spacey,29
2017-10-31T05:00:00Z,kevin spacey,18
2017-11-01T05:00:00Z,kevin spacey,8
2017-11-02T05:00:00Z,kevin spacey,5
2017-11-03T05:00:00Z,kevin spacey,6
2017-11-04T05:00:00Z,kevin spacey,7
2017-11-05T05:00:00Z,kevin spacey,4
2017-11-06T06:00:00Z,kevin spacey,3
2017-11-07T06:00:00Z,kevin spacey,2
2017-11-08T06:00:00Z,kevin spacey,3
2017-11-09T06:00:00Z,kevin spacey,6
2017-11-10T06:00:00Z,kevin spacey,4
2017-11-11T06:00:00Z,kevin spacey,3
2017-11-12T06:00:00Z,kevin spacey,2
2017-11-13T06:00:00Z,kevin spacey,1
2017-11-14T06:00:00Z,kevin spacey,1
2017-11-15T06:00:00Z,kevin spacey,1
2017-11-16T06:00:00Z,kevin spacey,1
2017-11-17T06:00:00Z,kevin spacey,1
2017-11-18T06:00:00Z,kevin spacey,1
2017-11-19T06:00:00Z,kevin spacey,1
2017-11-20T06:00:00Z,kevin spacey,1
2017-11-21T06:00:00Z,kevin spacey,1
2017-11-22T06:00:00Z,kevin spacey,0
2017-11-23T06:00:00Z,kevin spacey,1
2017-11-24T06:00:00Z,kevin spacey,0
2017-11-25T06:00:00Z,kevin spacey,0
2017-11-26T06:00:00Z,kevin spacey,0
2017-11-27T06:00:00Z,kevin spacey,0
2017-11-28T06:00:00Z,kevin spacey,0
2017-11-29T06:00:00Z,kevin spacey,1
2017-11-30T06:00:00Z,kevin spacey,1
2017-12-01T06:00:00Z,kevin spacey,0
2017-12-02T06:00:00Z,kevin spacey,0
2017-12-03T06:00:00Z,kevin spacey,0
2017-12-04T06:00:00Z,kevin spacey,0
2017-12-05T06:00:00Z,kevin spacey,1
2017-12-06T06:00:00Z,kevin spacey,0
2017-12-07T06:00:00Z,kevin spacey,0
2017-10-01T05:00:00Z,brett ratner,0
2017-10-02T05:00:00Z,brett ratner,0
2017-10-03T05:00:00Z,brett ratner,0
2017-10-04T05:00:00Z,brett ratner,0
2017-10-05T05:00:00Z,brett ratner,0
2017-10-06T05:00:00Z,brett ratner,0
2017-10-07T05:00:00Z,brett ratner,0
2017-10-08T05:00:00Z,brett ratner,0
2017-10-09T05:00:00Z,brett ratner,0
2017-10-10T05:00:00Z,brett ratner,0
2017-10-11T05:00:00Z,brett ratner,0
2017-10-12T05:00:00Z,brett ratner,0
2017-10-13T05:00:00Z,brett ratner,0
2017-10-14T05:00:00Z,brett ratner,0
2017-10-15T05:00:00Z,brett ratner,0
2017-10-16T05:00:00Z,brett ratner,0
2017-10-17T05:00:00Z,brett ratner,0
2017-10-18T05:00:00Z,brett ratner,0
2017-10-19T05:00:00Z,brett ratner,0
2017-10-20T05:00:00Z,brett ratner,0
2017-10-21T05:00:00Z,brett ratner,0
2017-10-22T05:00:00Z,brett ratner,0
2017-10-23T05:00:00Z,brett ratner,0
2017-10-24T05:00:00Z,brett ratner,0
2017-10-25T05:00:00Z,brett ratner,0
2017-10-26T05:00:00Z,brett ratner,0
2017-10-27T05:00:00Z,brett ratner,0
2017-10-28T05:00:00Z,brett ratner,0
2017-10-29T05:00:00Z,brett ratner,0
2017-10-30T05:00:00Z,brett ratner,0
2017-10-31T05:00:00Z,brett ratner,0
2017-11-01T05:00:00Z,brett ratner,2
2017-11-02T05:00:00Z,brett ratner,1
2017-11-03T05:00:00Z,brett ratner,0
2017-11-04T05:00:00Z,brett ratner,0
2017-11-05T05:00:00Z,brett ratner,0
2017-11-06T06:00:00Z,brett ratner,0
2017-11-07T06:00:00Z,brett ratner,0
2017-11-08T06:00:00Z,brett ratner,0
2017-11-09T06:00:00Z,brett ratner,0
2017-11-10T06:00:00Z,brett ratner,1
2017-11-11T06:00:00Z,brett ratner,1
2017-11-12T06:00:00Z,brett ratner,3
2017-11-13T06:00:00Z,brett ratner,2
2017-11-14T06:00:00Z,brett ratner,1
2017-11-15T06:00:00Z,brett ratner,1
2017-11-16T06:00:00Z,brett ratner,0
2017-11-17T06:00:00Z,brett ratner,0
2017-11-18T06:00:00Z,brett ratner,0
2017-11-19T06:00:00Z,brett ratner,0
2017-11-20T06:00:00Z,brett ratner,0
2017-11-21T06:00:00Z,brett ratner,0
2017-11-22T06:00:00Z,brett ratner,0
2017-11-23T06:00:00Z,brett ratner,0
2017-11-24T06:00:00Z,brett ratner,0
2017-11-25T06:00:00Z,brett ratner,0
2017-11-26T06:00:00Z,brett ratner,0
2017-11-27T06:00:00Z,brett ratner,0
2017-11-28T06:00:00Z,brett ratner,0
2017-11-29T06:00:00Z,brett ratner,0
2017-11-30T06:00:00Z,brett ratner,0
2017-12-01T06:00:00Z,brett ratner,0
2017-12-02T06:00:00Z,brett ratner,0
2017-12-03T06:00:00Z,brett ratner,0
2017-12-04T06:00:00Z,brett ratner,0
2017-12-05T06:00:00Z,brett ratner,0
2017-12-06T06:00:00Z,brett ratner,0
2017-12-07T06:00:00Z,brett ratner,0
2017-10-01T05:00:00Z,louis ck,0
2017-10-02T05:00:00Z,louis ck,0
2017-10-03T05:00:00Z,louis ck,0
2017-10-04T05:00:00Z,louis ck,0
2017-10-05T05:00:00Z,louis ck,0
2017-10-06T05:00:00Z,louis ck,0
2017-10-07T05:00:00Z,louis ck,0
2017-10-08T05:00:00Z,louis ck,0
2017-10-09T05:00:00Z,louis ck,0
2017-10-10T05:00:00Z,louis ck,0
2017-10-11T05:00:00Z,louis ck,0
2017-10-12T05:00:00Z,louis ck,0
2017-10-13T05:00:00Z,louis ck,0
2017-10-14T05:00:00Z,louis ck,0
2017-10-15T05:00:00Z,louis ck,0
2017-10-16T05:00:00Z,louis ck,0
2017-10-17T05:00:00Z,louis ck,0
2017-10-18T05:00:00Z,louis ck,0
2017-10-19T05:00:00Z,louis ck,0
2017-10-20T05:00:00Z,louis ck,0
2017-10-21T05:00:00Z,louis ck,0
2017-10-22T05:00:00Z,louis ck,0
2017-10-23T05:00:00Z,louis ck,0
2017-10-24T05:00:00Z,louis ck,0
2017-10-25T05:00:00Z,louis ck,0
2017-10-26T05:00:00Z,louis ck,0
2017-10-27T05:00:00Z,louis ck,0
2017-10-28T05:00:00Z,louis ck,0
2017-10-29T05:00:00Z,louis ck,0
2017-10-30T05:00:00Z,louis ck,0
2017-10-31T05:00:00Z,louis ck,0
2017-11-01T05:00:00Z,louis ck,0
2017-11-02T05:00:00Z,louis ck,0
2017-11-03T05:00:00Z,louis ck,0
2017-11-04T05:00:00Z,louis ck,0
2017-11-05T05:00:00Z,louis ck,0
2017-11-06T06:00:00Z,louis ck,0
2017-11-07T06:00:00Z,louis ck,0
2017-11-08T06:00:00Z,louis ck,0
2017-11-09T06:00:00Z,louis ck,6
2017-11-10T06:00:00Z,louis ck,16
2017-11-11T06:00:00Z,louis ck,8
2017-11-12T06:00:00Z,louis ck,3
2017-11-13T06:00:00Z,louis ck,2
2017-11-14T06:00:00Z,louis ck,2
2017-11-15T06:00:00Z,louis ck,1
2017-11-16T06:00:00Z,louis ck,1
2017-11-17T06:00:00Z,louis ck,1
2017-11-18T06:00:00Z,louis ck,1
2017-11-19T06:00:00Z,louis ck,0
2017-11-20T06:00:00Z,louis ck,0
2017-11-21T06:00:00Z,louis ck,0
2017-11-22T06:00:00Z,louis ck,0
2017-11-23T06:00:00Z,louis ck,0
2017-11-24T06:00:00Z,louis ck,0
2017-11-25T06:00:00Z,louis ck,0
2017-11-26T06:00:00Z,louis ck,0
2017-11-27T06:00:00Z,louis ck,0
2017-11-28T06:00:00Z,louis ck,0
2017-11-29T06:00:00Z,louis ck,0
2017-11-30T06:00:00Z,louis ck,0
2017-12-01T06:00:00Z,louis ck,0
2017-12-02T06:00:00Z,louis ck,0
2017-12-03T06:00:00Z,louis ck,0
2017-12-04T06:00:00Z,louis ck,0
2017-12-05T06:00:00Z,louis ck,0
2017-12-06T06:00:00Z,louis ck,0
2017-12-07T06:00:00Z,louis ck,0
2017-10-01T05:00:00Z,roy moore,0
2017-10-02T05:00:00Z,roy moore,0
2017-10-03T05:00:00Z,roy moore,0
2017-10-04T05:00:00Z,roy moore,0
2017-10-05T05:00:00Z,roy moore,0
2017-10-06T05:00:00Z,roy moore,0
2017-10-07T05:00:00Z,roy moore,0
2017-10-08T05:00:00Z,roy moore,0
2017-10-09T05:00:00Z,roy moore,0
2017-10-10T05:00:00Z,roy moore,0
2017-10-11T05:00:00Z,roy moore,0
2017-10-12T05:00:00Z,roy moore,0
2017-10-13T05:00:00Z,roy moore,0
2017-10-14T05:00:00Z,roy moore,0
2017-10-15T05:00:00Z,roy moore,0
2017-10-16T05:00:00Z,roy moore,0
2017-10-17T05:00:00Z,roy moore,0
2017-10-18T05:00:00Z,roy moore,0
2017-10-19T05:00:00Z,roy moore,0
2017-10-20T05:00:00Z,roy moore,0
2017-10-21T05:00:00Z,roy moore,0
2017-10-22T05:00:00Z,roy moore,0
2017-10-23T05:00:00Z,roy moore,0
2017-10-24T05:00:00Z,roy moore,0
2017-10-25T05:00:00Z,roy moore,0
2017-10-26T05:00:00Z,roy moore,0
2017-10-27T05:00:00Z,roy moore,0
2017-10-28T05:00:00Z,roy moore,0
2017-10-29T05:00:00Z,roy moore,0
2017-10-30T05:00:00Z,roy moore,0
2017-10-31T05:00:00Z,roy moore,0
2017-11-01T05:00:00Z,roy moore,0
2017-11-02T05:00:00Z,roy moore,0
2017-11-03T05:00:00Z,roy moore,0
2017-11-04T05:00:00Z,roy moore,0
2017-11-05T05:00:00Z,roy moore,0
2017-11-06T06:00:00Z,roy moore,0
2017-11-07T06:00:00Z,roy moore,0
2017-11-08T06:00:00Z,roy moore,0
2017-11-09T06:00:00Z,roy moore,4
2017-11-10T06:00:00Z,roy moore,6
2017-11-11T06:00:00Z,roy moore,4
2017-11-12T06:00:00Z,roy moore,3
2017-11-13T06:00:00Z,roy moore,5
2017-11-14T06:00:00Z,roy moore,6
2017-11-15T06:00:00Z,roy moore,5
2017-11-16T06:00:00Z,roy moore,5
2017-11-17T06:00:00Z,roy moore,2
2017-11-18T06:00:00Z,roy moore,2
2017-11-19T06:00:00Z,roy moore,2
2017-11-20T06:00:00Z,roy moore,2
2017-11-21T06:00:00Z,roy moore,2
2017-11-22T06:00:00Z,roy moore,2
2017-11-23T06:00:00Z,roy moore,1
2017-11-24T06:00:00Z,roy moore,1
2017-11-25T06:00:00Z,roy moore,1
2017-11-26T06:00:00Z,roy moore,1
2017-11-27T06:00:00Z,roy moore,1
2017-11-28T06:00:00Z,roy moore,1
2017-11-29T06:00:00Z,roy moore,1
2017-11-30T06:00:00Z,roy moore,1
2017-12-01T06:00:00Z,roy moore,1
2017-12-02T06:00:00Z,roy moore,1
2017-12-03T06:00:00Z,roy moore,1
2017-12-04T06:00:00Z,roy moore,2
2017-12-05T06:00:00Z,roy moore,2
2017-12-06T06:00:00Z,roy moore,2
2017-12-07T06:00:00Z,roy moore,2
2017-10-01T05:00:00Z,al franken,0
2017-10-02T05:00:00Z,al franken,0
2017-10-03T05:00:00Z,al franken,0
2017-10-04T05:00:00Z,al franken,0
2017-10-05T05:00:00Z,al franken,0
2017-10-06T05:00:00Z,al franken,0
2017-10-07T05:00:00Z,al franken,0
2017-10-08T05:00:00Z,al franken,0
2017-10-09T05:00:00Z,al franken,0
2017-10-10T05:00:00Z,al franken,0
2017-10-11T05:00:00Z,al franken,0
2017-10-12T05:00:00Z,al franken,0
2017-10-13T05:00:00Z,al franken,0
2017-10-14T05:00:00Z,al franken,0
2017-10-15T05:00:00Z,al franken,0
2017-10-16T05:00:00Z,al franken,0
2017-10-17T05:00:00Z,al franken,0
2017-10-18T05:00:00Z,al franken,0
2017-10-19T05:00:00Z,al franken,0
2017-10-20T05:00:00Z,al franken,0
2017-10-21T05:00:00Z,al franken,0
2017-10-22T05:00:00Z,al franken,0
2017-10-23T05:00:00Z,al franken,0
2017-10-24T05:00:00Z,al franken,0
2017-10-25T05:00:00Z,al franken,0
2017-10-26T05:00:00Z,al franken,0
2017-10-27T05:00:00Z,al franken,0
2017-10-28T05:00:00Z,al franken,0
2017-10-29T05:00:00Z,al franken,0
2017-10-30T05:00:00Z,al franken,0
2017-10-31T05:00:00Z,al franken,0
2017-11-01T05:00:00Z,al franken,0
2017-11-02T05:00:00Z,al franken,0
2017-11-03T05:00:00Z,al franken,0
2017-11-04T05:00:00Z,al franken,0
2017-11-05T05:00:00Z,al franken,0
2017-11-06T06:00:00Z,al franken,0
2017-11-07T06:00:00Z,al franken,0
2017-11-08T06:00:00Z,al franken,0
2017-11-09T06:00:00Z,al franken,0
2017-11-10T06:00:00Z,al franken,0
2017-11-11T06:00:00Z,al franken,0
2017-11-12T06:00:00Z,al franken,0
2017-11-13T06:00:00Z,al franken,0
2017-11-14T06:00:00Z,al franken,0
2017-11-15T06:00:00Z,al franken,0
2017-11-16T06:00:00Z,al franken,12
2017-11-17T06:00:00Z,al franken,10
2017-11-18T06:00:00Z,al franken,4
2017-11-19T06:00:00Z,al franken,2
2017-11-20T06:00:00Z,al franken,2
2017-11-21T06:00:00Z,al franken,2
2017-11-22T06:00:00Z,al franken,1
2017-11-23T06:00:00Z,al franken,1
2017-11-24T06:00:00Z,al franken,1
2017-11-25T06:00:00Z,al franken,0
2017-11-26T06:00:00Z,al franken,1
2017-11-27T06:00:00Z,al franken,1
2017-11-28T06:00:00Z,al franken,0
2017-11-29T06:00:00Z,al franken,1
2017-11-30T06:00:00Z,al franken,1
2017-12-01T06:00:00Z,al franken,0
2017-12-02T06:00:00Z,al franken,0
2017-12-03T06:00:00Z,al franken,0
2017-12-04T06:00:00Z,al franken,0
2017-12-05T06:00:00Z,al franken,0
2017-12-06T06:00:00Z,al franken,2
2017-12-07T06:00:00Z,al franken,8
2017-10-01T05:00:00Z,richard dreyfuss,0
2017-10-02T05:00:00Z,richard dreyfuss,0
2017-10-03T05:00:00Z,richard dreyfuss,0
2017-10-04T05:00:00Z,richard dreyfuss,0
2017-10-05T05:00:00Z,richard dreyfuss,0
2017-10-06T05:00:00Z,richard dreyfuss,0
2017-10-07T05:00:00Z,richard dreyfuss,0
2017-10-08T05:00:00Z,richard dreyfuss,0
2017-10-09T05:00:00Z,richard dreyfuss,0
2017-10-10T05:00:00Z,richard dreyfuss,0
2017-10-11T05:00:00Z,richard dreyfuss,0
2017-10-12T05:00:00Z,richard dreyfuss,0
2017-10-13T05:00:00Z,richard dreyfuss,0
2017-10-14T05:00:00Z,richard dreyfuss,0
2017-10-15T05:00:00Z,richard dreyfuss,0
2017-10-16T05:00:00Z,richard dreyfuss,0
2017-10-17T05:00:00Z,richard dreyfuss,0
2017-10-18T05:00:00Z,richard dreyfuss,0
2017-10-19T05:00:00Z,richard dreyfuss,0
2017-10-20T05:00:00Z,richard dreyfuss,0
2017-10-21T05:00:00Z,richard dreyfuss,0
2017-10-22T05:00:00Z,richard dreyfuss,0
2017-10-23T05:00:00Z,richard dreyfuss,0
2017-10-24T05:00:00Z,richard dreyfuss,0
2017-10-25T05:00:00Z,richard dreyfuss,0
2017-10-26T05:00:00Z,richard dreyfuss,0
2017-10-27T05:00:00Z,richard dreyfuss,0
2017-10-28T05:00:00Z,richard dreyfuss,0
2017-10-29T05:00:00Z,richard dreyfuss,0
2017-10-30T05:00:00Z,richard dreyfuss,0
2017-10-31T05:00:00Z,richard dreyfuss,0
2017-11-01T05:00:00Z,richard dreyfuss,0
2017-11-02T05:00:00Z,richard dreyfuss,0
2017-11-03T05:00:00Z,richard dreyfuss,0
2017-11-04T05:00:00Z,richard dreyfuss,0
2017-11-05T05:00:00Z,richard dreyfuss,1
2017-11-06T06:00:00Z,richard dreyfuss,0
2017-11-07T06:00:00Z,richard dreyfuss,0
2017-11-08T06:00:00Z,richard dreyfuss,0
2017-11-09T06:00:00Z,richard dreyfuss,0
2017-11-10T06:00:00Z,richard dreyfuss,0
2017-11-11T06:00:00Z,richard dreyfuss,1
2017-11-12T06:00:00Z,richard dreyfuss,0
2017-11-13T06:00:00Z,richard dreyfuss,0
2017-11-14T06:00:00Z,richard dreyfuss,0
2017-11-15T06:00:00Z,richard dreyfuss,0
2017-11-16T06:00:00Z,richard dreyfuss,0
2017-11-17T06:00:00Z,richard dreyfuss,0
2017-11-18T06:00:00Z,richard dreyfuss,0
2017-11-19T06:00:00Z,richard dreyfuss,0
2017-11-20T06:00:00Z,richard dreyfuss,0
2017-11-21T06:00:00Z,richard dreyfuss,0
2017-11-22T06:00:00Z,richard dreyfuss,0
2017-11-23T06:00:00Z,richard dreyfuss,0
2017-11-24T06:00:00Z,richard dreyfuss,0
2017-11-25T06:00:00Z,richard dreyfuss,0
2017-11-26T06:00:00Z,richard dreyfuss,0
2017-11-27T06:00:00Z,richard dreyfuss,0
2017-11-28T06:00:00Z,richard dreyfuss,0
